"Seq1.bam"	"Seq2.bam"	"Seq3.bam"	"Seq4.bam"	"Seq5.bam"	"Seq6.bam"
"BQ2027_MB3544c"	2002	1749	2224	597	495	442
"BQ2027_MB3545"	1251	1294	1454	407	346	320
"BQ2027_MB3546"	533	388	572	120	73	82
"BQ2027_MB3547c"	178	188	207	172	112	123
"BQ2027_MB3548c"	514	450	583	338	264	217
"BQ2027_MB3549"	2967	3086	3151	2101	1684	1914
"BQ2027_MB3550c"	1421	1319	1593	1350	1094	1219
"BQ2027_MB3551"	710	652	782	563	434	460
"BQ2027_MB3552"	156	152	208	133	100	122
"BQ2027_MB3553"	323	338	404	593	379	514
"BQ2027_MB3554"	1595	1678	1554	761	608	674
"BQ2027_MB3555c"	138	134	191	102	114	125
"BQ2027_MB3556"	3116	3054	3611	981	961	986
"BQ2027_MB3557"	321	274	389	177	159	210
"BQ2027_MB3558c"	799	747	727	352	335	368
"BQ2027_MB3559c"	179	183	220	201	131	176
"BQ2027_MB3560c"	297	377	457	316	209	266
"BQ2027_MB3561c"	2804	3209	3421	1543	1205	1398
"BQ2027_MB3562"	216	194	222	256	196	234
"BQ2027_MB3563c"	261	269	364	569	471	551
"BQ2027_MB3564c"	1111	896	1350	1470	1192	1444
"BQ2027_MB3565c"	1318	1034	1591	1550	1219	1529
"BQ2027_MB3566c"	3077	3195	3619	1917	1591	1870
"BQ2027_MB3567"	1759	1847	2050	857	744	717
"BQ2027_MB3568"	160	152	208	171	116	130
"BQ2027_MB3569"	237	171	248	410	283	374
"BQ2027_MB3570c"	142	124	163	135	96	155
"BQ2027_MB3571c"	38	15	18	32	26	45
"BQ2027_MB3572c"	75	68	114	114	86	108
"BQ2027_MB3573c"	285	296	381	345	187	277
"BQ2027_MB3574c"	325	315	456	345	242	261
"BQ2027_MB3575c"	4568	4676	5309	1839	1502	1714
"BQ2027_MB3576"	1026	890	1342	486	434	406
"BQ2027_MB3577"	1148	1134	1108	688	606	612
"BQ2027_MB3578c"	416	337	451	556	387	434
"BQ2027_MB3579c"	386	388	481	596	442	517
"BQ2027_MB3580"	149	122	210	155	99	124
"BQ2027_MB3581"	151	134	152	167	129	167
"BQ2027_MB3582"	136	122	167	127	119	113
"BQ2027_MB3583"	159	151	163	157	123	139
"BQ2027_MB3584"	686	667	706	298	227	358
"BQ2027_MB3585c"	615	659	684	242	144	210
"BQ2027_MB3586c"	973	840	1189	929	647	792
"BQ2027_MB3587c"	291	310	350	308	224	300
"BQ2027_MB3588"	483	400	521	2701	2073	3026
"BQ2027_MB3589c"	191	168	213	169	157	206
"BQ2027_MB3590c"	125	159	144	108	87	72
"BQ2027_MB3591"	207	181	258	193	171	180
"BQ2027_MB3592"	89	102	141	109	96	104
"BQ2027_MB3593"	54	68	55	72	45	61
"BQ2027_MB3594"	57	56	77	54	55	78
"BQ2027_MB3595"	76	92	91	91	71	68
"BQ2027_MB3596c"	202	199	164	184	167	226
"BQ2027_MB3597c"	54	46	54	85	61	83
"BQ2027_MB3598c"	99	98	123	174	102	107
"BQ2027_MB3599c"	432	422	465	676	482	570
"BQ2027_MB3600c"	425	393	601	308	293	366
"BQ2027_MB3601c"	5960	5824	6715	1847	1863	1688
"BQ2027_MB3602"	1548	1665	1904	398	368	324
"BQ2027_MB3603"	568	485	660	389	368	395
"BQ2027_MB3604c"	372	410	529	219	180	153
"BQ2027_MB3605"	3388	4117	3959	3091	2258	2524
"BQ2027_MB3606c"	297	253	373	133	149	130
"BQ2027_MB3607"	292	431	357	584	465	685
"BQ2027_MB3608"	290	258	335	386	280	382
"BQ2027_MB3609"	434	337	529	354	268	311
"BQ2027_MB3610c"	914	711	1051	728	501	638
"BQ2027_MB3611c"	2143	1708	2442	2003	1079	1619
"BQ2027_MB3612c"	496	577	771	865	493	702
"BQ2027_MB3613c"	3647	3173	4354	6019	4229	5663
"BQ2027_MB3614c"	13467	14310	15545	22531	16836	24380
"BQ2027_MB3615"	3034	3176	3148	1306	1225	1257
"BQ2027_MB3616"	2913	2998	3186	681	488	481
"BQ2027_MB3617"	914	924	956	782	563	642
"BQ2027_MB3618c"	2522	1994	2821	2968	2376	2575
"BQ2027_MB3619c"	434	368	421	640	471	596
"BQ2027_MB3620"	348	257	482	321	232	288
"BQ2027_MB3621c"	556	424	768	1705	1232	1477
"BQ2027_MB3622c"	107	118	153	82	55	46
"BQ2027_MB3623"	1558	1534	1371	1480	1173	1335
"BQ2027_MB3624"	1076	1079	1190	1206	984	1106
"BQ2027_MB3625"	347	338	416	648	409	570
"BQ2027_MB3626c"	754	489	1044	2263	1452	1647
"BQ2027_MB3627c"	12440	10653	13420	17226	13216	15706
"BQ2027_MB3628c"	2299	2001	2910	2513	1756	2273
"BQ2027_MB3629c"	729	750	729	347	232	313
"BQ2027_MB3629A"	4	3	8	13	8	8
"BQ2027_MB3630c"	257	271	289	285	257	283
"BQ2027_MB3631c"	376	342	321	392	301	373
"BQ2027_MB3632c"	260	267	333	267	167	223
"BQ2027_MB3633c"	1176	1138	1341	703	531	550
"BQ2027_MB3634c"	727	614	909	1130	911	1022
"BQ2027_MB3635c"	267	289	354	516	309	417
"BQ2027_MB3636c"	245	190	246	355	253	289
"BQ2027_MB3637c"	238	232	307	317	204	267
"BQ2027_MB3638c"	324	228	347	550	417	496
"BQ2027_MB3639c"	329	316	375	627	467	569
"BQ2027_MB3640c"	2732	2486	3097	5208	3669	4554
"BQ2027_MB3641"	99	72	132	115	80	97
"BQ2027_MB3642c"	255	246	308	182	188	229
"BQ2027_MB3643c"	1106	1103	1178	670	582	806
"BQ2027_MB3644c"	3773	3407	3774	2079	1729	2162
"BQ2027_MB3645c"	3916	3825	4006	1904	1528	2061
"BQ2027_MB3646c"	8265	7429	8849	4050	3485	3866
"BQ2027_MB3647"	676	675	870	382	287	339
"BQ2027_MB3648c"	641	827	711	509	403	506
"BQ2027_MB3649c"	168	153	241	289	195	272
"BQ2027_MB3650c"	332	305	397	488	387	376
"BQ2027_MB3651c"	2132	2123	2494	2770	2034	2528
"BQ2027_MB3652"	443	443	436	246	183	236
"BQ2027_MB3653c"	400	489	512	524	376	470
"BQ2027_MB3654"	504	417	602	285	241	280
"BQ2027_MB3655"	258	216	243	182	164	177
"BQ2027_MB3656"	161	162	142	126	122	159
"BQ2027_MB3657"	3157	3157	3164	1931	1464	1666
"BQ2027_MB3658c"	849	840	882	533	361	460
"BQ2027_MB3659"	325	290	349	205	157	230
"BQ2027_MB3660"	164	227	245	68	66	65
"BQ2027_MB3661"	74	51	118	17	11	15
"BQ2027_MB3662"	102	130	111	34	21	23
"BQ2027_MB3663c"	86	68	82	26	15	15
"BQ2027_MB3664c"	165	154	178	45	34	67
"BQ2027_MB3665c"	525	562	601	233	164	236
"BQ2027_MB3666c"	390	434	468	273	193	195
"BQ2027_MB3667"	76	75	79	27	21	26
"BQ2027_MB3668c"	1160	1063	1348	442	321	366
"BQ2027_MB3669"	1434	1542	1455	1946	1396	1699
"BQ2027_MB3670c"	2195	1891	2477	2092	1708	2045
"BQ2027_MB3671c"	451	384	604	669	557	614
"BQ2027_MB3672c"	12026	12530	11951	16403	13088	15270
"BQ2027_MB3673"	177	188	244	155	152	136
"BQ2027_MB3674"	116	137	140	84	82	98
"BQ2027_MB3675"	1688	1770	1787	603	500	644
"BQ2027_MB3676"	153	145	213	1049	769	1123
"BQ2027_MB3677"	100	96	153	160	115	115
"BQ2027_MB3678c"	179	187	273	83	84	97
"BQ2027_MB3679c"	78	79	116	39	39	44
"BQ2027_MB3680c"	64	65	79	23	15	29
"BQ2027_MB3681c"	187	119	261	51	31	50
"BQ2027_MB3682c"	361	293	477	130	76	82
"BQ2027_MB3683c"	865	725	1068	194	106	143
"BQ2027_MB3684c"	2475	1913	3496	779	500	565
"BQ2027_MB3685"	958	1037	1148	1023	874	1091
"BQ2027_MB3686c"	510	334	682	740	618	667
"BQ2027_MB3687c"	347	392	493	182	183	223
"BQ2027_MB3688c"	57	72	73	64	22	32
"BQ2027_MB3689c"	86	80	92	38	36	49
"BQ2027_MB3690c"	783	834	966	257	171	197
"BQ2027_MB3691"	1139	1060	1148	593	460	551
"BQ2027_MB3692c"	549	581	633	402	300	383
"BQ2027_MB3693"	528	512	537	330	265	342
"BQ2027_MB3694"	173	179	189	140	97	105
"BQ2027_MB3695c"	354	334	440	359	243	307
"BQ2027_MB3696c"	394	366	395	416	308	360
"BQ2027_MB3697c"	766	616	922	733	556	661
"BQ2027_MB3698c"	1425	1399	1510	852	611	784
"BQ2027_MB3699"	448	442	418	287	263	250
"BQ2027_MB3700"	2612	2823	2538	3033	2330	2801
"BQ2027_MB3701c"	551	519	633	540	497	575
"BQ2027_MB3702c"	827	847	864	911	688	851
"BQ2027_MB3703c"	263	246	281	189	185	138
"BQ2027_MB3704"	547	583	545	366	279	403
"BQ2027_MB3705"	877	973	1011	523	441	499
"BQ2027_MB3706c"	6861	7209	8197	6507	5114	6283
"BQ2027_MB3707"	3810	3267	4030	5130	4102	5299
"BQ2027_MB3708"	2349	2109	2765	2358	1739	2222
"BQ2027_MB3709"	2600	2782	3162	2586	2037	2715
"BQ2027_MB3710c"	352	375	361	212	151	178
"BQ2027_MB3711c"	214	205	206	32	24	31
"BQ2027_MB3712c"	169	188	187	129	130	135
"BQ2027_MB3713c"	998	990	925	1122	1013	1152
"BQ2027_MB3714"	844	793	1222	847	681	635
"BQ2027_MB3715"	168	160	197	168	118	131
"BQ2027_MB3716"	588	486	572	287	246	256
"BQ2027_MB3717"	508	391	476	381	334	353
"BQ2027_MB3718"	431	389	491	507	397	430
"BQ2027_MB3719c"	908	921	932	954	803	907
"BQ2027_MB3720"	299	313	350	341	266	296
"BQ2027_MB3721c"	154	120	173	219	157	182
"BQ2027_MB3722c"	522	623	550	591	531	530
"BQ2027_MB3723c"	795	799	741	959	818	985
"BQ2027_MB3723A"	1249	1372	1226	1849	1455	1965
"BQ2027_MB3724"	92	97	136	75	70	87
"BQ2027_MB3725"	822	799	795	902	670	905
"BQ2027_MB3726c"	378	314	457	550	398	417
"BQ2027_MB3727c"	234	190	221	217	204	241
"BQ2027_MB3728c"	36	65	61	63	71	92
"BQ2027_MB3729c"	273	308	365	375	294	324
"BQ2027_MB3730c"	816	767	846	860	566	759
"BQ2027_MB3731c"	443	343	495	209	177	201
"BQ2027_MB3732c"	242	198	290	143	140	118
"BQ2027_MB3733c"	219	208	234	213	156	180
"BQ2027_MB3734c"	564	547	640	341	258	267
"BQ2027_MB3735c"	1068	873	1135	1046	790	957
"BQ2027_MB3736c"	2105	2171	2265	2179	1852	2231
"BQ2027_MB3737"	4031	3600	4983	3239	2819	3134
"BQ2027_MB3738c"	1013	1060	1167	1230	1040	1223
"BQ2027_MB3739"	303	208	329	163	124	152
"BQ2027_MB3740"	226	203	282	111	111	92
"BQ2027_MB3741c"	540	466	492	169	142	154
"BQ2027_MB3742c"	775	673	738	637	480	566
"BQ2027_MB3743c"	1121	1147	1247	1030	803	840
"BQ2027_MB3744"	651	543	644	545	477	580
"BQ2027_MB3745c"	767	647	686	332	307	310
"BQ2027_MB3746"	1266	1339	1243	1057	783	1045
"BQ2027_MB3747"	958	956	983	885	626	879
"BQ2027_MB3748c"	1149	1113	1270	993	814	1044
"BQ2027_MB3749c"	3645	3748	3730	3004	2322	2786
"BQ2027_MB3750"	1858	1957	1983	1658	1352	1612
"BQ2027_MB3751"	605	616	686	1468	1115	1393
"BQ2027_MB3752"	1306	1309	1271	1031	826	1001
"BQ2027_MB3753"	832	800	986	514	408	482
"BQ2027_MB3754"	651	767	740	1080	884	1109
"BQ2027_MB3755"	805	633	1024	1080	784	985
"BQ2027_MB3756"	1514	1539	1839	722	576	664
"BQ2027_MB3757c"	227	210	260	156	145	190
"BQ2027_MB3758"	276	282	258	155	143	139
"BQ2027_MB3759"	514	517	589	381	301	342
"BQ2027_MB3760c"	360	339	404	384	256	354
"BQ2027_MB3761c"	1755	1659	1874	1623	1269	1624
"BQ2027_MB3762"	427	452	458	836	674	845
"BQ2027_MB3763"	579	620	714	707	620	652
"BQ2027_MB3764"	873	776	952	431	370	441
"BQ2027_MB3765c"	85	98	170	71	46	58
"BQ2027_MB3766c"	741	773	766	586	467	648
"BQ2027_MB3767c"	138	112	173	122	108	186
"BQ2027_MB3768c"	225	213	260	255	181	261
"BQ2027_MB3769c"	273	279	339	166	131	146
"BQ2027_MB3770"	394	417	375	322	239	310
"BQ2027_MB3771c"	47	55	44	43	37	44
"BQ2027_MB3772c"	255	280	298	189	115	179
"BQ2027_MB3773"	1419	1309	1304	567	443	553
"BQ2027_MB3774"	334	271	366	203	194	262
"BQ2027_MB3775c"	345	371	360	209	152	175
"BQ2027_MB3776c"	509	600	626	324	222	310
"BQ2027_MB3777"	162	181	183	60	33	36
"BQ2027_MB3778c"	115	116	176	95	71	95
"BQ2027_MB3779c"	534	460	546	415	371	406
"BQ2027_MB3780"	232	251	271	312	229	263
"BQ2027_MB3781c"	781	947	814	1344	1098	1454
"BQ2027_MB3782c"	95	84	106	370	243	320
"BQ2027_MB3783c"	128	116	159	464	385	437
"BQ2027_MB3784c"	150	175	227	622	461	549
"BQ2027_MB3785c"	314	289	336	1095	835	1072
"BQ2027_MB3786"	244	235	220	255	170	232
"BQ2027_MB3787c"	347	350	371	254	177	218
"BQ2027_MB3788c"	405	339	448	272	217	197
"BQ2027_MB3789"	1812	1449	1704	779	675	701
"BQ2027_MB3790c"	564	561	626	367	299	323
"BQ2027_MB3791c"	185	199	179	111	91	105
"BQ2027_MB3792"	326	387	349	201	121	140
"BQ2027_MB3793c"	309	331	290	165	95	153
"BQ2027_MB3794"	205	198	154	154	102	139
"BQ2027_MB3795"	920	1002	940	616	595	664
"BQ2027_MB3796c"	456	397	457	318	241	269
"BQ2027_MB3797c"	38	43	44	21	19	33
"BQ2027_MB3798c"	87	85	89	41	38	38
"BQ2027_MB3799c"	125	125	149	49	46	47
"BQ2027_MB3800"	242	244	254	234	158	185
"BQ2027_MB3801c"	81	87	105	151	129	132
"BQ2027_MB3802c"	93	116	114	270	186	203
"BQ2027_MB3803"	1821	1616	1722	1538	1279	1571
"BQ2027_MB3804"	687	659	818	696	588	670
"BQ2027_MB3805"	4749	3804	6084	2001	1209	1694
"BQ2027_MB3806"	490	468	619	378	261	349
"BQ2027_MB3807c"	873	885	1017	637	519	584
"BQ2027_MB3808"	803	748	832	781	595	689
"BQ2027_MB3809"	1410	1319	1289	1298	999	1139
"BQ2027_MB3810"	319	296	331	422	365	443
"BQ2027_MB3811"	847	810	1050	936	734	1015
"BQ2027_MB3812"	193	238	245	214	176	267
"BQ2027_MB3813"	307	336	348	271	252	349
"BQ2027_MB3814"	460	515	480	1119	736	1007
"BQ2027_MB3815c"	268	218	292	306	225	296
"BQ2027_MB3816c"	256	220	273	177	154	153
"BQ2027_MB3817"	768	653	801	424	378	418
"BQ2027_MB3818"	208	218	206	110	93	108
"BQ2027_MB3819"	806	764	720	385	293	396
"BQ2027_MB3820"	305	400	362	290	236	253
"BQ2027_MB3821"	312	277	354	226	175	231
"BQ2027_MB3822"	1032	912	1229	960	761	856
"BQ2027_MB3823"	1544	1318	1789	1232	1020	1057
"BQ2027_MB3824"	1446	1382	1707	1337	1038	1304
"BQ2027_MB3825"	483	533	553	260	262	304
"BQ2027_MB3826"	400	453	582	307	230	302
"BQ2027_MB3827"	127	124	154	141	101	146
"BQ2027_MB3828"	344	354	477	355	220	352
"BQ2027_MB3829c"	2423	1972	2381	2373	1861	2379
"BQ2027_MB3830c"	6615	5455	7383	7699	5586	6618
"BQ2027_MB3831c"	6198	5074	6234	4336	3076	3776
"BQ2027_MB3832c"	2607	2691	2963	3545	2475	3024
"BQ2027_MB3833c"	2258	1829	2480	1163	943	985
"BQ2027_MB3834c"	5554	4529	5882	3892	3407	3629
"BQ2027_MB3835c"	589	533	647	694	595	634
"BQ2027_MB3836c"	250	250	254	270	253	267
"BQ2027_MB3837c"	177	144	201	182	202	195
"BQ2027_MB3838c"	1495	1486	1611	944	854	964
"BQ2027_MB3839c"	828	857	859	483	350	431
"BQ2027_MB3840"	2562	2014	2927	4671	3500	4097
"BQ2027_MB3841"	1767	1610	2005	2481	1960	2404
"BQ2027_MB3842"	779	733	826	1353	1086	1281
"BQ2027_MB3843c"	344	327	393	339	310	361
"BQ2027_MB3844c"	710	615	735	731	497	666
"BQ2027_MB3845c"	447	343	507	433	351	372
"BQ2027_MB3846c"	1092	1025	1105	1167	885	994
"BQ2027_MB3847"	141	171	163	160	91	105
"BQ2027_MB3848"	887	1032	809	491	399	513
"BQ2027_MB3849"	160	163	126	86	69	75
"BQ2027_MB3850c"	585	749	634	476	417	540
"BQ2027_MB3851"	292	272	301	261	208	275
"BQ2027_MB3852"	739	708	818	394	364	453
"BQ2027_MB3853c"	470	486	597	305	195	316
"BQ2027_MB3854c"	144	185	193	50	72	64
"BQ2027_MB3855c"	792	900	1024	275	233	261
"BQ2027_MB3856"	696	767	758	418	332	429
"BQ2027_MB3857c"	915	968	991	392	297	392
"BQ2027_MB3858c"	173	200	205	63	68	72
"BQ2027_MB3859c"	240	234	226	149	109	168
"BQ2027_MB3860c"	80	112	102	61	39	45
"BQ2027_MB3861"	429	450	452	339	262	294
"BQ2027_MB3862c"	230	229	234	75	65	78
"BQ2027_MB3863"	844	858	1079	392	345	333
"BQ2027_MB3864c"	446	368	453	233	178	221
"BQ2027_MB3865"	862	771	1013	1523	1170	1385
"BQ2027_MB3866"	218	171	236	326	289	318
"BQ2027_MB3867c"	1108	936	1179	1076	893	1034
"BQ2027_MB3868c"	413	417	474	477	333	364
"BQ2027_MB3869"	181	146	161	83	94	110
"BQ2027_MB3870"	135	152	149	103	74	69
"BQ2027_MB3871"	16752	15215	16955	25568	19623	24732
"BQ2027_MB3872c"	5935	4802	6269	6660	4929	5782
"BQ2027_MB3873c"	1321	1331	1704	1528	1084	1244
"BQ2027_MB3874"	298	361	392	215	195	219
"BQ2027_MB3875"	117	133	122	100	102	93
"BQ2027_MB3875A"	38	50	45	54	36	64
"BQ2027_MB3875CB"	533	570	496	573	376	449
"BQ2027_MB3875Cc"	140	112	120	187	193	199
"BQ2027_MB3876"	2169	2184	1924	1014	862	1016
"BQ2027_MB3877"	1476	1639	1650	2907	2253	2922
"BQ2027_MB3878"	332	346	488	342	253	311
"BQ2027_MB3879"	1594	1599	1641	727	634	755
"BQ2027_MB3880"	723	709	802	384	299	376
"BQ2027_MB3881"	129	130	152	93	65	62
"BQ2027_MB3882"	2053	1887	2124	1838	1391	1682
"BQ2027_MB3883"	579	589	696	605	481	547
"BQ2027_MB3884c"	6833	7313	8388	5952	4363	5901
"BQ2027_MB3885"	2579	2506	3125	1761	1394	1664
"BQ2027_MB3886c"	730	769	778	863	696	789
"BQ2027_MB3887c"	595	641	645	861	649	757
"BQ2027_MB3888c"	913	753	988	1535	1284	1680
"BQ2027_MB3889c"	5066	4847	5632	6153	4880	5914
"BQ2027_MB3890"	3055	3104	4338	2875	2108	2794
"BQ2027_MB3891"	35	32	60	29	11	15
"BQ2027_MB3892c"	922	753	999	296	104	116
"BQ2027_MB3893"	2121	2169	2001	3304	1992	2160
"BQ2027_MB3894"	4486	3884	4567	4057	3046	3868
"BQ2027_MB3895"	1072	1071	1214	973	763	1053
"BQ2027_MB3896"	1776	1546	2037	1831	1453	1670
"BQ2027_MB3897"	2021	1932	2281	2172	1753	2025
"BQ2027_MB3898"	3382	2872	3612	4276	3428	4220
"BQ2027_MB3899"	2582	2736	3101	4866	3771	4979
"BQ2027_MB3900"	3133	2984	3263	6115	4863	6549
"BQ2027_MB3901"	1881	1815	1950	3444	2715	3501
"BQ2027_MB3902"	5450	4640	5475	2912	2599	3273
"BQ2027_MB3903"	7369	6138	8010	5753	4586	5770
"BQ2027_MB3904"	36903	30133	30991	27403	21103	34747
"BQ2027_MB3905"	18743	19651	18527	17389	12237	17707
"BQ2027_MB3906"	2560	2331	2912	2794	2199	2722
"BQ2027_MB3907"	1151	1138	1224	1513	1171	1537
"BQ2027_MB3908"	4144	4121	4300	3206	2743	3579
"BQ2027_MB3909c"	3127	2789	4007	3536	2370	2949
"BQ2027_MB3910c"	479	497	543	526	389	494
"BQ2027_MB3911c"	4258	3843	4632	5672	4439	5326
"BQ2027_MB3912c"	782	693	867	695	509	612
"BQ2027_MB3913c"	1514	1329	1499	1040	797	901
"BQ2027_MB3914c"	477	489	524	448	347	421
"BQ2027_MB3915c"	192	186	235	196	177	219
"BQ2027_MB3916c"	298	257	443	257	202	194
"BQ2027_MB3917c"	302	276	385	240	197	223
"BQ2027_MB3918c"	87	73	125	89	85	100
"BQ2027_MB3919c"	518	362	443	383	323	352
"BQ2027_MB3920c"	703	731	656	575	499	511
"BQ2027_MB3921c"	304	232	395	232	187	195
"BQ2027_MB3922c"	391	347	428	520	348	500
"BQ2027_MB3923c"	368	420	485	286	223	266
"BQ2027_MB3924c"	259	260	298	249	212	297
"BQ2027_MB3925c"	212	185	242	184	128	168
"BQ2027_MB3926c"	504	472	565	388	299	343
"BQ2027_MB3927c"	1043	901	1242	1128	785	1042
"BQ2027_MB3928c"	120	109	88	76	51	69
"BQ2027_MB3929c"	100	91	190	105	64	87
"BQ2027_MB3930c"	468	421	547	490	375	475
"BQ2027_MB3931c"	301	317	314	207	155	205
"BQ2027_MB3932c"	254	287	337	215	146	190
"BQ2027_MB3933c"	962	1060	1232	396	317	360
"BQ2027_MB3934c"	39	35	45	27	16	24
"BQ2027_MB3935c"	8	11	12	11	6	3
"BQ2027_MB3936c"	281	237	325	204	158	174
"BQ2027_MB3937c"	606	634	689	473	337	426
"BQ2027_MB3938"	766	681	806	671	510	628
"BQ2027_MB3939"	829	719	949	1053	806	1018
"BQ2027_MB3940"	2706	2362	2865	3363	2495	3027
"BQ2027_MB3941"	199	183	305	281	236	236
"BQ2027_MB3943"	175	149	241	110	97	118
"BQ2027_MB3944"	2243	2034	2420	1063	941	848
"BQ2027_MB3945"	998	793	1039	633	504	584
"BQ2027_MB3946"	2199	2343	2317	2303	1801	2218
"BQ2027_MB3947c"	1770	1918	2344	4130	2769	3881
"BQ2027_MB3948c"	1807	1868	2111	3405	2506	3217
"BQ2027_MB3949c"	695	691	720	1365	1079	1405
"BQ2027_MB3950c"	271	215	300	506	396	550
"BQ2027_MB3951c"	746	630	854	1518	1240	1549
"BQ2027_MB3952c"	1610	1373	1497	2574	2241	3018
"BQ2027_MB3953c"	71	67	81	60	59	73
"BQ2027_MB3954c"	280	309	267	222	205	277
"BQ2027_MB3955c"	649	671	694	376	295	398
