"Seq1.bam"	"Seq2.bam"	"Seq3.bam"	"Seq4.bam"	"Seq5.bam"	"Seq6.bam"
"BQ2027_MB1519"	1209	1211	1224	1009	968	1117
"BQ2027_MB1520"	1082	1164	1172	1120	815	1024
"BQ2027_MB1521"	436	431	460	523	401	444
"BQ2027_MB1522c"	635	573	616	637	517	562
"BQ2027_MB1523"	297	290	373	567	482	565
"BQ2027_MB1524"	2929	2481	3291	4500	3305	4554
"BQ2027_MB1525"	531	498	515	504	434	509
"BQ2027_MB1526"	150	182	185	194	119	167
"BQ2027_MB1527"	395	383	424	333	280	369
"BQ2027_MB1528c"	1159	1208	1211	1292	1060	1025
"BQ2027_MB1529"	1399	1349	1636	1289	1041	1166
"BQ2027_MB1530"	1125	1013	1286	1501	1110	1331
"BQ2027_MB1531"	203	222	217	174	161	208
"BQ2027_MB1532"	93	103	108	58	67	69
"BQ2027_MB1533"	320	300	370	310	277	267
"BQ2027_MB1534"	1153	1066	1355	7603	5343	6551
"BQ2027_MB1535c"	510	579	599	750	551	802
"BQ2027_MB1536c"	407	380	362	178	153	182
"BQ2027_MB1537"	151	130	194	129	87	114
"BQ2027_MB1538"	1050	1218	1172	4484	3353	5396
"BQ2027_MB1539"	928	1019	952	1975	1458	2528
"BQ2027_MB1540"	241	301	260	693	503	776
"BQ2027_MB1541"	140	134	173	269	214	345
"BQ2027_MB1542c"	380	391	431	831	564	1044
"BQ2027_MB1543c"	296	317	318	819	602	950
"BQ2027_MB1544"	174	193	188	1997	1604	2313
"BQ2027_MB1545"	130	116	146	625	586	930
"BQ2027_MB1546"	34	45	68	23	28	29
"BQ2027_MB1547"	239	254	225	191	154	210
"BQ2027_MB1548"	1329	1319	1374	3610	2899	4035
"BQ2027_MB1549c"	1487	1434	1584	13297	10354	15252
"BQ2027_MB1550"	508	411	470	1555	1273	1820
"BQ2027_MB1551"	227	214	228	993	797	936
"BQ2027_MB1552"	204	197	220	1958	1314	1863
"BQ2027_MB1553c"	246	237	321	1955	1508	2344
"BQ2027_MB1554c"	2476	2133	3008	34262	25516	35890
"BQ2027_MB1555c"	154	140	157	111	89	75
"BQ2027_MB1556"	225	252	252	1628	1228	1838
"BQ2027_MB1557"	67	74	91	362	268	338
"BQ2027_MB1558"	169	150	141	358	281	394
"BQ2027_MB1559c"	152	147	151	228	136	195
"BQ2027_MB1560"	858	851	1209	1143	1086	1056
"BQ2027_MB1561"	288	273	398	811	688	820
"BQ2027_MB1562"	2666	2159	2622	2099	1197	1321
"BQ2027_MB1563"	2435	2104	2620	3784	2515	2789
"BQ2027_MB1564"	130	130	184	184	117	147
"BQ2027_MB1565c"	303	251	399	277	219	229
"BQ2027_MB1566"	1035	1026	1219	1337	1193	1329
"BQ2027_MB1567"	821	819	884	1057	926	1048
"BQ2027_MB1568c"	290	301	296	378	344	388
"BQ2027_MB1569c"	696	718	646	589	601	534
"BQ2027_MB1570"	1144	952	1004	1094	870	1244
"BQ2027_MB1571"	534	404	526	798	591	687
"BQ2027_MB1572"	157	173	202	260	216	228
"BQ2027_MB1573"	287	239	259	291	208	261
"BQ2027_MB1574"	2697	2636	2795	2176	1764	2090
"BQ2027_MB1575c"	433	503	564	961	735	1023
"BQ2027_MB1576"	351	308	436	401	330	374
"BQ2027_MB1577"	299	314	361	337	266	389
"BQ2027_MB1578"	93	91	108	149	129	180
"BQ2027_MB1579"	49	39	52	35	27	41
"BQ2027_MB1580"	21	30	35	40	25	26
"BQ2027_MB1581"	365	293	377	277	222	253
"BQ2027_MB1582"	302	375	303	100	132	139
"BQ2027_MB1583"	776	977	923	735	652	839
"BQ2027_MB1584"	631	659	609	759	629	696
"BQ2027_MB1585"	1172	1007	1229	1206	1023	988
"BQ2027_MB1586"	79	95	90	85	49	73
"BQ2027_MB1587"	63	59	64	77	70	66
"BQ2027_MB1588c"	156	144	199	200	134	154
"BQ2027_MB1589c"	37	48	54	49	45	60
"BQ2027_MB1590c"	45	50	61	96	94	66
"BQ2027_MB1591c"	378	391	405	492	388	585
"BQ2027_MB1592c"	1022	1023	1051	1395	1093	1421
"BQ2027_MB1593c"	997	820	1178	1486	1074	1282
"BQ2027_MB1594c"	210	212	233	239	188	190
"BQ2027_MB1595"	252	223	312	321	137	175
"BQ2027_MB1596"	329	295	367	438	234	315
"BQ2027_MB1597"	155	132	200	227	164	158
"BQ2027_MB1598"	104	105	166	243	106	129
"BQ2027_MB1598A"	41	38	39	72	39	27
"BQ2027_MB1599"	52	43	61	123	58	77
"BQ2027_MB1600"	687	789	891	353	228	263
"BQ2027_MB1601"	275	260	343	122	82	107
"BQ2027_MB1602c"	1115	1015	1590	2254	896	1080
"BQ2027_MB1603c"	1450	1567	2016	2164	845	1117
"BQ2027_MB1604c"	1000	1008	1257	1253	786	1065
"BQ2027_MB1605c"	28	21	31	60	40	43
"BQ2027_MB1606c"	171	138	160	140	90	96
"BQ2027_MB1607c"	105	97	119	103	70	103
"BQ2027_MB1608c"	153	165	215	247	123	180
"BQ2027_MB1609c"	106	70	146	172	66	71
"BQ2027_MB1610c"	445	380	607	614	382	370
"BQ2027_MB1611c"	343	335	542	528	308	393
"BQ2027_MB1612c"	1208	972	1710	1148	844	824
"BQ2027_MB1613c"	1362	1279	1898	1164	884	1042
"BQ2027_MB1614c"	1210	1180	1297	338	252	314
"BQ2027_MB1615"	1494	1150	1563	942	645	865
"BQ2027_MB1616"	292	264	286	142	151	152
"BQ2027_MB1617"	451	400	540	363	221	294
"BQ2027_MB1618c"	4397	4087	4329	1995	1502	1838
"BQ2027_MB1619c"	2387	2718	2989	1939	1363	1620
"BQ2027_MB1620"	7202	6985	6758	5181	4248	4823
"BQ2027_MB1621"	2519	2160	2692	3150	2450	2634
"BQ2027_MB1622"	919	965	908	1396	1097	1305
"BQ2027_MB1623"	593	631	659	683	522	593
"BQ2027_MB1624c"	332	420	385	531	335	368
"BQ2027_MB1625"	2262	2099	2849	2481	1900	2035
"BQ2027_MB1626"	601	639	649	799	630	830
"BQ2027_MB1627"	389	375	397	544	400	536
"BQ2027_MB1628"	135	144	161	168	122	157
"BQ2027_MB1629"	343	269	309	537	348	460
"BQ2027_MB1630"	340	330	377	545	393	595
"BQ2027_MB1631"	220	218	225	395	338	392
"BQ2027_MB1632"	111	96	166	207	109	170
"BQ2027_MB1633"	962	907	895	1053	789	941
"BQ2027_MB1634c"	558	565	551	389	320	428
"BQ2027_MB1635"	1058	898	1089	1002	764	969
"BQ2027_MB1636"	239	174	257	253	247	286
"BQ2027_MB1637"	1358	1445	1390	1674	1323	1569
"BQ2027_MB1638"	694	640	701	1032	901	1058
"BQ2027_MB1639"	696	572	730	952	861	1064
"BQ2027_MB1640"	1261	1104	1318	1576	1282	1600
"BQ2027_MB1641"	715	782	698	768	603	755
"BQ2027_MB1642"	135	155	146	220	173	157
"BQ2027_MB1643"	2017	1767	2171	1282	976	1073
"BQ2027_MB1644"	655	635	755	520	423	488
"BQ2027_MB1645"	143	148	199	340	224	250
"BQ2027_MB1646c"	408	405	463	471	337	403
"BQ2027_MB1647c"	592	573	728	533	460	476
"BQ2027_MB1648c"	733	718	866	725	594	628
"BQ2027_MB1649c"	3816	4277	4257	2980	2379	3230
"BQ2027_MB1650c"	304	300	362	252	179	191
"BQ2027_MB1651c"	1225	1318	1435	1549	1084	1315
"BQ2027_MB1652"	1479	1388	1407	1486	1227	1589
"BQ2027_MB1653c"	1018	991	1163	1130	748	915
"BQ2027_MB1654c"	926	934	1133	534	447	377
"BQ2027_MB1655"	2203	2069	2379	1581	1206	1506
"BQ2027_MB1656"	5802	5176	5798	5813	4877	6463
"BQ2027_MB1657"	743	648	920	1670	1355	1682
"BQ2027_MB1658c"	365	273	389	487	345	401
"BQ2027_MB1659"	1795	1845	1884	2098	1573	2050
"BQ2027_MB1660"	310	307	416	474	398	457
"BQ2027_MB1661c"	1374	1378	1415	1552	1250	1546
"BQ2027_MB1662"	2197	1980	1993	1816	1470	1680
"BQ2027_MB1663c"	1164	1160	1237	932	818	832
"BQ2027_MB1664"	3636	3690	4045	2614	2008	2345
"BQ2027_MB1665c"	251	236	269	116	116	143
"BQ2027_MB1666c"	717	817	901	446	324	377
"BQ2027_MB1667c"	1858	1746	2076	1528	1220	1353
"BQ2027_MB1668"	2689	2066	2603	2681	2282	2570
"BQ2027_MB1669"	1818	1349	1643	1426	1283	1521
"BQ2027_MB1670"	2292	1936	2480	3078	2553	2871
"BQ2027_MB1671"	1133	838	1302	1592	1247	1372
"BQ2027_MB1672c"	639	672	782	594	388	493
"BQ2027_MB1673"	2089	2095	2366	1463	1157	1304
"BQ2027_MB1674"	1067	1075	1150	551	439	462
"BQ2027_MB1675"	623	563	607	425	396	370
"BQ2027_MB1676"	858	884	966	558	388	513
"BQ2027_MB1677"	845	808	1037	1011	708	923
"BQ2027_MB1679c"	1201	926	1501	7578	5385	6456
"BQ2027_MB1680"	518	453	601	444	247	266
"BQ2027_MB1681"	1160	968	1384	944	587	711
"BQ2027_MB1682"	836	768	866	740	495	522
"BQ2027_MB1683"	800	613	919	661	465	549
"BQ2027_MB1684"	468	419	511	441	293	333
"BQ2027_MB1685"	148	169	221	191	139	157
"BQ2027_MB1686"	1289	1244	1320	1319	1033	1361
"BQ2027_MB1687"	551	515	641	768	548	747
"BQ2027_MB1688"	602	591	708	518	397	428
"BQ2027_MB1689"	556	471	638	708	541	723
"BQ2027_MB1690"	182	158	184	228	147	206
"BQ2027_MB1691"	102	103	143	98	75	92
"BQ2027_MB1692"	263	272	279	279	205	265
"BQ2027_MB1693"	499	529	582	464	294	453
"BQ2027_MB1694c"	1763	1849	1935	979	726	894
"BQ2027_MB1695c"	397	398	477	384	280	360
"BQ2027_MB1696"	34	28	38	26	17	22
"BQ2027_MB1697"	123	180	196	381	239	324
"BQ2027_MB1698"	90	73	59	115	94	111
"BQ2027_MB1699c"	415	464	468	555	380	415
"BQ2027_MB1700c"	69	62	88	33	44	34
"BQ2027_MB1701c"	123	102	98	56	35	49
"BQ2027_MB1702c"	30	54	54	44	43	33
"BQ2027_MB1703"	577	598	536	600	461	620
"BQ2027_MB1704"	398	423	388	448	376	461
"BQ2027_MB1705"	273	183	267	292	285	320
"BQ2027_MB1706"	200	160	214	253	230	239
"BQ2027_MB1707"	118	97	132	124	105	116
"BQ2027_MB1708"	436	347	537	461	411	497
"BQ2027_MB1709"	208	236	221	205	174	169
"BQ2027_MB1710"	1111	1098	1235	975	859	935
"BQ2027_MB1710A"	56	49	85	53	42	64
"BQ2027_MB1711c"	95	84	127	130	80	95
"BQ2027_MB1712c"	98	98	122	141	75	90
"BQ2027_MB1713c"	154	161	180	114	85	104
"BQ2027_MB1714"	74	77	75	35	37	31
"BQ2027_MB1715"	257	284	262	237	173	217
"BQ2027_MB1716"	108	122	152	113	100	119
"BQ2027_MB1717"	159	151	185	167	112	138
"BQ2027_MB1718"	221	191	328	313	260	303
"BQ2027_MB1719"	67	56	61	66	64	70
"BQ2027_MB1720"	451	373	428	609	512	539
"BQ2027_MB1721"	259	237	294	407	336	421
"BQ2027_MB1722"	409	341	475	611	420	575
"BQ2027_MB1723"	2069	1679	2049	3004	2591	3229
"BQ2027_MB1724"	476	478	497	951	682	881
"BQ2027_MB1725"	1887	2044	2062	2604	1986	2564
"BQ2027_MB1726"	355	286	400	492	378	484
"BQ2027_MB1727"	457	496	774	534	399	507
"BQ2027_MB1728c"	1936	1726	3186	479	342	404
"BQ2027_MB1729c"	1158	1294	1034	824	666	755
"BQ2027_MB1730c"	856	861	830	481	382	494
"BQ2027_MB1731c"	272	318	431	321	220	269
"BQ2027_MB1732c"	311	287	408	306	238	256
"BQ2027_MB1733c"	678	674	793	454	234	290
"BQ2027_MB1734"	1535	1550	1751	1184	827	1051
"BQ2027_MB1735"	1039	968	1026	1258	996	1354
"BQ2027_MB1736"	520	573	576	742	644	806
"BQ2027_MB1737"	430	464	469	581	451	625
"BQ2027_MB1738"	280	248	294	479	349	422
"BQ2027_MB1739"	337	293	363	430	308	378
"BQ2027_MB1740"	479	453	589	1056	802	1055
"BQ2027_MB1741"	358	367	872	198	96	139
"BQ2027_MB1742"	141	152	254	80	59	51
"BQ2027_MB1743"	58	64	119	42	30	26
"BQ2027_MB1744"	199	200	315	129	87	116
"BQ2027_MB1745"	81	47	93	53	39	48
"BQ2027_MB1746"	105	95	150	92	56	67
"BQ2027_MB1748"	80	67	103	75	60	68
"BQ2027_MB1749c"	89	89	147	56	57	64
"BQ2027_MB1750c"	40	44	38	23	16	18
"BQ2027_MB1751"	315	241	336	237	177	223
"BQ2027_MB1752"	170	158	212	172	120	162
"BQ2027_MB1753c"	141	181	150	151	116	149
"BQ2027_MB1754c"	192	159	212	370	350	366
"BQ2027_MB1755"	426	355	543	132	114	137
"BQ2027_MB1756"	59	34	59	80	53	66
"BQ2027_MB1757c"	298	297	248	314	285	346
"BQ2027_MB1758c"	268	234	213	217	207	188
"BQ2027_MB1759c"	127	148	161	124	92	92
"BQ2027_MB1760"	1120	1068	1270	1619	1296	1582
"BQ2027_MB1761c"	1146	981	1472	956	784	775
"BQ2027_MB1762c"	2054	2028	2703	1820	1473	1567
"BQ2027_MB1763c"	6414	7352	8848	5712	5655	5784
"BQ2027_MB1764c"	1381	1428	1920	707	644	688
"BQ2027_MB1765c"	1139	936	1441	435	304	381
"BQ2027_MB1766c"	269	179	400	126	105	105
"BQ2027_MB1767"	5509	6468	6293	4680	4311	4512
"BQ2027_MB1768c"	2110	2615	2996	1205	1290	1322
"BQ2027_MB1769"	303	327	340	278	279	295
"BQ2027_MB1770"	155	184	220	156	119	135
"BQ2027_MB1771"	101	74	90	63	77	75
"BQ2027_MB1772"	708	690	789	613	529	569
"BQ2027_MB1773c"	147	154	207	216	161	219
"BQ2027_MB1774c"	372	323	401	414	261	295
"BQ2027_MB1775"	479	463	522	627	507	677
"BQ2027_MB1776"	1731	1632	1858	2145	1834	2173
"BQ2027_MB1777"	347	410	362	333	291	383
"BQ2027_MB1778c"	507	596	587	366	283	243
"BQ2027_MB1779c"	314	305	297	256	253	324
"BQ2027_MB1780"	502	508	530	701	587	703
"BQ2027_MB1781"	60	60	61	104	59	92
"BQ2027_MB1782c"	897	944	1042	1500	1175	1668
"BQ2027_MB1783c"	422	405	471	402	278	414
"BQ2027_MB1784c"	232	228	239	218	139	201
"BQ2027_MB1785c"	220	263	241	222	190	249
"BQ2027_MB1786"	84	93	108	128	83	80
"BQ2027_MB1787"	848	785	823	842	720	888
"BQ2027_MB1788"	1013	964	1013	1524	1115	1507
"BQ2027_MB1789c"	169	106	302	291	213	294
"BQ2027_MB1790c"	48	37	73	121	99	111
"BQ2027_MB1791"	1462	1521	1821	1146	953	1098
"BQ2027_MB1792c"	121	122	137	66	37	63
"BQ2027_MB1793c"	436	458	515	239	236	244
"BQ2027_MB1794c"	2353	2133	2783	780	511	633
"BQ2027_MB1795c"	1075	1225	1043	1186	934	1285
"BQ2027_MB1795A"	615	628	665	763	632	897
"BQ2027_MB1796"	284	284	346	296	191	231
"BQ2027_MB1797"	1081	977	1375	640	516	573
"BQ2027_MB1798"	916	927	1012	1069	808	1012
"BQ2027_MB1799"	1106	858	1186	1331	1030	1303
"BQ2027_MB1800"	848	801	892	909	727	871
"BQ2027_MB1801"	219	221	238	231	237	292
"BQ2027_MB1802c"	161	156	201	208	141	164
"BQ2027_MB1803"	385	356	489	452	337	479
"BQ2027_MB1804"	347	308	375	549	452	621
"BQ2027_MB1805c"	173	161	180	263	196	265
"BQ2027_MB1806"	130	146	133	137	117	145
"BQ2027_MB1807c"	400	468	402	281	257	231
"BQ2027_MB1808c"	1457	1417	1611	1822	1477	1783
"BQ2027_MB1809"	573	595	604	851	673	921
"BQ2027_MB1810c"	488	421	560	976	800	939
"BQ2027_MB1811"	2409	2252	2486	3653	2675	3346
"BQ2027_MB1812"	4856	4747	5301	8494	6397	8936
"BQ2027_MB1813c"	304	300	331	526	404	596
"BQ2027_MB1814"	137	93	99	178	124	152
"BQ2027_MB1815"	197	204	247	301	200	259
"BQ2027_MB1816"	72	94	104	89	70	74
"BQ2027_MB1817"	1264	1166	1495	1921	1400	1756
"BQ2027_MB1818"	236	276	292	375	278	387
"BQ2027_MB1819"	4532	3752	4336	5560	5901	7243
"BQ2027_MB1820"	5158	4415	4948	7761	7540	9533
"BQ2027_MB1821"	3299	3179	3272	5104	4259	4890
"BQ2027_MB1822"	2523	2003	2641	5213	4719	5881
"BQ2027_MB1823"	2013	1890	2018	4547	3705	4493
"BQ2027_MB1824"	2205	2178	2448	6562	4853	5924
"BQ2027_MB1825"	1344	1141	1606	4591	4092	5204
"BQ2027_MB1826"	807	834	867	3379	2931	4011
"BQ2027_MB1827"	102	111	93	468	290	453
"BQ2027_MB1828"	455	431	579	836	705	838
"BQ2027_MB1829"	943	1107	1540	227	168	153
"BQ2027_MB1830"	337	325	513	194	139	143
"BQ2027_MB1831c"	96	97	180	198	132	143
"BQ2027_MB1832c"	120	125	148	1812	1328	1923
"BQ2027_MB1833c"	1635	2037	2494	927	804	963
"BQ2027_MB1834c"	1644	1881	1842	1189	990	1109
"BQ2027_MB1835"	298	306	361	296	216	375
"BQ2027_MB1836"	689	621	957	747	500	617
"BQ2027_MB1837"	465	428	558	763	387	512
"BQ2027_MB1838"	273	261	382	567	326	485
"BQ2027_MB1839"	370	411	710	453	216	362
"BQ2027_MB1840"	1246	1349	1624	1164	865	1264
"BQ2027_MB1841"	3414	3452	5151	2833	2085	2713
"BQ2027_MB1842c"	1860	1633	2152	720	618	556
"BQ2027_MB1843c"	6591	5809	7054	2960	2981	2976
"BQ2027_MB1844"	581	672	707	607	448	705
"BQ2027_MB1845"	3141	2549	2980	1545	1085	1555
"BQ2027_MB1846"	1452	1445	1977	844	664	650
"BQ2027_MB1847"	607	621	740	288	198	194
"BQ2027_MB1848"	1034	871	1185	643	524	596
"BQ2027_MB1849c"	653	526	825	2483	1684	2047
"BQ2027_MB1850c"	444	423	450	373	225	350
"BQ2027_MB1851"	648	545	689	888	658	707
"BQ2027_MB1852"	3777	3385	4013	5311	4404	5438
"BQ2027_MB1853"	236	218	240	265	221	232
"BQ2027_MB1854"	283	258	302	256	203	253
"BQ2027_MB1855"	111	100	120	88	58	70
"BQ2027_MB1856"	319	303	274	259	241	290
"BQ2027_MB1857"	1023	863	918	585	486	634
"BQ2027_MB1858"	2781	2763	2940	3885	3077	3626
"BQ2027_MB1859"	1246	1144	1282	1846	1360	1614
"BQ2027_MB1860"	1454	1432	1455	1784	1341	1754
"BQ2027_MB1861"	1133	1158	1058	1474	1074	1392
"BQ2027_MB1862"	2404	2342	2614	1804	1171	1494
"BQ2027_MB1863"	5012	4646	5933	5618	3578	4360
"BQ2027_MB1864c"	1346	1138	1423	374	268	313
"BQ2027_MB1865"	266	201	303	459	310	408
"BQ2027_MB1866c"	676	630	714	869	623	876
"BQ2027_MB1867c"	2152	1987	2174	3000	2252	2985
"BQ2027_MB1868c"	6527	5690	6370	7904	6095	7485
"BQ2027_MB1869c"	282	293	335	365	286	308
"BQ2027_MB1870c"	99	94	108	90	94	69
"BQ2027_MB1871c"	305	201	421	2523	1738	1958
"BQ2027_MB1872c"	270	215	287	335	214	336
"BQ2027_MB1873c"	687	584	747	792	575	732
"BQ2027_MB1874c"	668	656	866	1269	877	1091
"BQ2027_MB1875c"	2007	1869	2135	2816	2054	2387
"BQ2027_MB1876c"	671	665	946	842	546	621
"BQ2027_MB1877c"	1666	1758	1967	2327	1597	1947
"BQ2027_MB1878"	815	913	874	520	332	433
"BQ2027_MB1879"	409	377	383	250	209	222
"BQ2027_MB1880"	129	114	141	92	70	81
"BQ2027_MB1881"	786	741	913	682	517	664
"BQ2027_MB1882"	165	139	208	117	86	111
"BQ2027_MB1883"	216	200	325	172	140	170
"BQ2027_MB1884"	480	447	653	627	484	454
"BQ2027_MB1885c"	5220	5350	5523	5918	4418	5729
"BQ2027_MB1886c"	1478	1434	1489	1751	1152	1462
"BQ2027_MB1887c"	1646	1329	1802	1644	1373	1727
"BQ2027_MB1888"	503	566	540	598	539	743
"BQ2027_MB1889"	331	253	365	255	195	224
"BQ2027_MB1890"	409	457	627	475	333	332
"BQ2027_MB1891"	1050	715	1135	470	343	397
"BQ2027_MB1892"	95	52	96	69	54	79
"BQ2027_MB1893"	1748	1974	2301	1686	1244	1442
"BQ2027_MB1894c"	1047	1023	1154	1002	733	1039
"BQ2027_MB1895c"	239	251	262	185	143	167
"BQ2027_MB1896c"	158	185	193	122	101	94
"BQ2027_MB1897"	450	361	443	230	157	217
"BQ2027_MB1898"	464	412	504	287	210	268
"BQ2027_MB1899"	649	693	733	690	555	595
"BQ2027_MB1900c"	1719	1673	1756	1907	1496	1950
"BQ2027_MB1901c"	502	578	526	1285	1107	1518
"BQ2027_MB1902c"	2351	2359	2311	3681	2936	3797
"BQ2027_MB1903c"	6293	6464	6532	8443	6954	8229
"BQ2027_MB1904"	139	146	202	132	105	124
"BQ2027_MB1905"	564	632	629	338	236	287
"BQ2027_MB1906"	2260	2465	2846	1173	943	1095
"BQ2027_MB1907"	1112	1057	1196	1507	1182	1636
"BQ2027_MB1908"	1453	1432	1621	3547	2505	3376
"BQ2027_MB1909"	586	624	656	651	473	743
"BQ2027_MB1910"	570	616	608	361	204	353
"BQ2027_MB1911"	462	475	521	572	444	578
"BQ2027_MB1912c"	2122	1919	1972	2506	1857	2546
"BQ2027_MB1913c"	630	544	602	399	303	412
"BQ2027_MB1914c"	796	665	787	378	285	376
"BQ2027_MB1915c"	2011	1915	1946	1400	1223	1464
"BQ2027_MB1916c"	5197	4499	4714	4106	3067	4173
"BQ2027_MB1917c"	411	397	535	331	219	298
"BQ2027_MB1918c"	3945	3227	3619	1984	1533	1901
"BQ2027_MB1919"	2127	1962	2331	2390	1922	2109
"BQ2027_MB1920c"	942	1040	1098	1132	930	1257
"BQ2027_MB1921c"	162	176	181	196	153	204
"BQ2027_MB1922c"	131	145	144	120	82	160
"BQ2027_MB1923c"	289	317	401	146	115	143
"BQ2027_MB1924"	1600	1739	1822	895	687	720
"BQ2027_MB1925"	203	205	250	156	107	104
"BQ2027_MB1926"	515	568	517	283	206	300
"BQ2027_MB1927c"	4261	4578	4873	2050	1513	1857
"BQ2027_MB1928"	846	923	1049	102	132	113
"BQ2027_MB1929"	247	234	360	71	87	68
"BQ2027_MB1931c"	278	270	364	195	165	159
"BQ2027_MB1932c"	143	146	182	95	77	85
"BQ2027_MB1933"	435	529	493	468	410	413
"BQ2027_MB1934c"	542	453	727	752	518	514
"BQ2027_MB1935c"	980	953	1173	926	731	857
"BQ2027_MB1936"	781	863	842	593	498	546
"BQ2027_MB1937c"	677	737	718	494	426	519
"BQ2027_MB1938"	108	131	134	116	91	124
"BQ2027_MB1939"	1905	1734	1859	1062	915	1074
"BQ2027_MB1940c"	676	659	949	617	504	499
"BQ2027_MB1941c"	1351	1396	1335	1455	1102	1328
"BQ2027_MB1942c"	538	399	505	186	131	198
"BQ2027_MB1943c"	5219	3932	6070	3382	2372	3204
"BQ2027_MB1944c"	787	749	821	233	207	286
"BQ2027_MB1945c"	461	538	472	260	193	288
"BQ2027_MB1946c"	822	880	913	492	365	452
"BQ2027_MB1947c"	493	385	499	343	260	322
"BQ2027_MB1948"	184	212	178	104	77	87
"BQ2027_MB1949c"	203	225	176	106	73	82
"BQ2027_MB1950"	4364	4291	4382	2675	2113	2625
"BQ2027_MB1951c"	623	709	790	771	619	1074
"BQ2027_MB1952c"	153	169	209	279	216	295
"BQ2027_MB1953c"	700	675	771	1234	860	1341
"BQ2027_MB1954c"	639	617	606	454	402	469
"BQ2027_MB1955"	506	546	484	445	385	484
"BQ2027_MB1956c"	158	194	187	164	148	161
"BQ2027_MB1957"	409	390	408	153	130	194
"BQ2027_MB1958"	745	789	802	550	485	521
"BQ2027_MB1959c"	195	217	226	173	123	130
"BQ2027_MB1960"	1824	1897	2013	1934	1480	1666
"BQ2027_MB1961c"	1495	1367	1450	1309	1058	1288
"BQ2027_MB1962"	336	351	404	290	239	292
"BQ2027_MB1963c"	543	557	847	236	201	318
"BQ2027_MB1964c"	1067	1290	1428	560	379	499
"BQ2027_MB1965c"	50	48	67	56	35	36
"BQ2027_MB1966c"	125	112	133	99	56	73
"BQ2027_MB1967"	1015	956	1066	745	626	740
"BQ2027_MB1968c"	339	334	476	354	299	363
"BQ2027_MB1969c"	86	90	93	75	64	66
"BQ2027_MB1970c"	123	88	132	60	34	42
"BQ2027_MB1971"	373	373	433	301	178	239
"BQ2027_MB1972"	359	356	518	222	164	241
"BQ2027_MB1973"	85	64	115	73	53	55
"BQ2027_MB1974"	48	39	56	79	69	63
"BQ2027_MB1975"	83	61	106	156	123	185
"BQ2027_MB1976"	564	522	595	1392	942	1327
"BQ2027_MB1977c"	450	364	378	481	354	513
"BQ2027_MB1978c"	193	181	188	188	149	171
"BQ2027_MB1979c"	163	143	149	130	130	164
"BQ2027_MB1980"	2265	2115	2578	428	318	407
"BQ2027_MB1981c"	1001	1096	1041	717	616	766
"BQ2027_MB1982"	340	395	450	272	239	288
"BQ2027_MB1983c"	278	305	305	147	145	172
"BQ2027_MB1984c"	120	133	175	82	50	55
"BQ2027_MB1985c"	40	51	47	25	15	9
"BQ2027_MB1986c"	167	196	210	42	34	57
"BQ2027_MB1987"	152	189	160	142	78	90
"BQ2027_MB1988"	109	120	101	60	54	57
"BQ2027_MB1989c"	141	146	206	160	178	256
"BQ2027_MB1988A"	0	0	0	0	0	0
"BQ2027_MB1990"	827	753	1030	838	888	1416
"BQ2027_MB1991"	1124	1024	1341	839	838	1320
"BQ2027_MB1992"	521	475	561	351	341	508
"BQ2027_MB1993c"	825	659	869	383	362	491
"BQ2027_MB1994c"	404	434	470	219	192	247
"BQ2027_MB1995c"	1132	1361	1352	621	582	664
"BQ2027_MB1996"	493	421	556	148	90	168
"BQ2027_MB1997c"	347	312	381	193	141	193
"BQ2027_MB1997A"	238	204	211	144	111	136
"BQ2027_MB1998c"	527	479	682	464	341	379
"BQ2027_MB1999"	128	145	183	89	36	54
"BQ2027_MB2000"	418	464	442	252	202	261
"BQ2027_MB2001c"	1046	1198	1317	966	773	962
"BQ2027_MB2002c"	3656	3556	3442	2231	2059	2637
"BQ2027_MB2003c"	3927	3543	3856	2920	2379	3302
"BQ2027_MB2004c"	394	391	512	513	325	464
"BQ2027_MB2004A"	678	589	715	605	384	473
"BQ2027_MB2005"	1039	1047	1244	3531	2864	3414
"BQ2027_MB2006c"	725	787	722	698	588	795
"BQ2027_MB2007c"	920	973	1071	797	494	779
"BQ2027_MB2008"	1210	1287	1216	842	516	587
"BQ2027_MB2009"	1457	1429	1305	1850	1442	1993
"BQ2027_MB2010"	1314	1181	1449	910	579	647
"BQ2027_MB2011c"	1400	1343	1614	451	336	401
"BQ2027_MB2012c"	2877	3054	3092	676	517	571
"BQ2027_MB2013c"	1145	1020	1136	443	350	419
"BQ2027_MB2014c"	456	466	439	304	160	282
"BQ2027_MB2014A"	525	492	478	523	313	534
"BQ2027_MB2015c"	3527	2786	4131	2685	964	1213
"BQ2027_MB2016c"	667	453	894	477	264	253
"BQ2027_MB2017c"	802	751	1018	447	235	233
"BQ2027_MB2018"	699	613	577	321	265	258
"BQ2027_MB2019"	10155	10224	11694	6945	5604	6321
"BQ2027_MB2020"	3444	3611	4143	2013	1911	1958
"BQ2027_MB2021c"	847	905	981	729	585	703
"BQ2027_MB2022c"	247	268	330	195	129	145
"BQ2027_MB2023"	350	326	371	167	124	137
"BQ2027_MB2024"	172	165	146	84	63	106
"BQ2027_MB2025"	331	353	354	166	142	167
"BQ2027_MB2026c"	920	862	1095	629	562	553
"BQ2027_MB2027c"	2363	2380	2739	1544	1434	1394
